"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Diabetes age-standardized death rate","","2019","Egypt","Eastern Mediterranean Region","Total","","39.74325084","no data","no data","",
"Diabetes age-standardized death rate","","2019","Egypt","Eastern Mediterranean Region","Males","","40.92397082","no data","no data","",
"Diabetes age-standardized death rate","","2019","Egypt","Eastern Mediterranean Region","Females","","38.51438844","no data","no data","",
"Diabetes age-standardized death rate","","2019","El Salvador","Region of the Americas","Total","","33.29708022","no data","no data","",
"Diabetes age-standardized death rate","","2019","El Salvador","Region of the Americas","Males","","32.57024563","no data","no data","",
"Diabetes age-standardized death rate","","2019","El Salvador","Region of the Americas","Females","","33.83606896","no data","no data","",
"Diabetes age-standardized death rate","","2019","Equatorial Guinea","African Region","Total","","77.56513471","no data","no data","",
"Diabetes age-standardized death rate","","2019","Equatorial Guinea","African Region","Males","","91.68496122","no data","no data","",
"Diabetes age-standardized death rate","","2019","Equatorial Guinea","African Region","Females","","66.2239356","no data","no data","",
"Diabetes age-standardized death rate","","2019","Eritrea","African Region","Total","","60.99057083","no data","no data","",
"Diabetes age-standardized death rate","","2019","Eritrea","African Region","Males","","70.12082521","no data","no data","",
"Diabetes age-standardized death rate","","2019","Eritrea","African Region","Females","","53.2236896","no data","no data","",
"Diabetes age-standardized death rate","","2019","Estonia","European Region","Total","","7.694384533","no data","no data","",
"Diabetes age-standardized death rate","","2019","Estonia","European Region","Males","","9.428373498","no data","no data","",
"Diabetes age-standardized death rate","","2019","Estonia","European Region","Females","","6.138273315","no data","no data","",
"Diabetes age-standardized death rate","","2019","Eswatini","African Region","Total","","181.7890164","no data","no data","",
"Diabetes age-standardized death rate","","2019","Eswatini","African Region","Males","","253.1897417","no data","no data","",
"Diabetes age-standardized death rate","","2019","Eswatini","African Region","Females","","125.7450946","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ethiopia","African Region","Total","","41.66220608","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ethiopia","African Region","Males","","50.65630671","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ethiopia","African Region","Females","","33.89554265","no data","no data","",
"Diabetes age-standardized death rate","","2019","European Region","European Region","Total","","10.33686504","no data","no data","",
"Diabetes age-standardized death rate","","2019","European Region","European Region","Males","","11.90680715","no data","no data","",
"Diabetes age-standardized death rate","","2019","European Region","European Region","Females","","9.114943997","no data","no data","",
"Diabetes age-standardized death rate","","2019","Fiji","Western Pacific Region","Total","","263.3862863","no data","no data","",
"Diabetes age-standardized death rate","","2019","Fiji","Western Pacific Region","Males","","285.2016192","no data","no data","",
"Diabetes age-standardized death rate","","2019","Fiji","Western Pacific Region","Females","","246.0042291","no data","no data","",
"Diabetes age-standardized death rate","","2019","Finland","European Region","Total","","4.430482529","no data","no data","",
"Diabetes age-standardized death rate","","2019","Finland","European Region","Males","","6.038946004","no data","no data","",
"Diabetes age-standardized death rate","","2019","Finland","European Region","Females","","3.033261993","no data","no data","",
"Diabetes age-standardized death rate","","2019","France","European Region","Total","","6.627179117","no data","no data","",
"Diabetes age-standardized death rate","","2019","France","European Region","Males","","8.774504381","no data","no data","",
"Diabetes age-standardized death rate","","2019","France","European Region","Females","","4.902106507","no data","no data","",
"Diabetes age-standardized death rate","","2019","Gabon","African Region","Total","","77.15022674","no data","no data","",
"Diabetes age-standardized death rate","","2019","Gabon","African Region","Males","","108.8539863","no data","no data","",
"Diabetes age-standardized death rate","","2019","Gabon","African Region","Females","","51.2872029","no data","no data","",
"Diabetes age-standardized death rate","","2019","Gambia","African Region","Total","","47.74802952","no data","no data","",
"Diabetes age-standardized death rate","","2019","Gambia","African Region","Males","","46.84529551","no data","no data","",
"Diabetes age-standardized death rate","","2019","Gambia","African Region","Females","","48.51770953","no data","no data","",
"Diabetes age-standardized death rate","","2019","Georgia","European Region","Total","","28.36946713","no data","no data","",
"Diabetes age-standardized death rate","","2019","Georgia","European Region","Males","","35.82897777","no data","no data","",
"Diabetes age-standardized death rate","","2019","Georgia","European Region","Females","","22.84440562","no data","no data","",
"Diabetes age-standardized death rate","","2019","Germany","European Region","Total","","8.763067065","no data","no data","",
"Diabetes age-standardized death rate","","2019","Germany","European Region","Males","","11.99511179","no data","no data","",
"Diabetes age-standardized death rate","","2019","Germany","European Region","Females","","6.16505716","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ghana","African Region","Total","","55.71096489","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ghana","African Region","Males","","71.22547366","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ghana","African Region","Females","","42.09877941","no data","no data","",
"Diabetes age-standardized death rate","","2019","Greece","European Region","Total","","7.198435355","no data","no data","",
"Diabetes age-standardized death rate","","2019","Greece","European Region","Males","","8.186334394","no data","no data","",
"Diabetes age-standardized death rate","","2019","Greece","European Region","Females","","6.276431681","no data","no data","",
"Diabetes age-standardized death rate","","2019","Grenada","Region of the Americas","Total","","80.5039734","no data","no data","",
"Diabetes age-standardized death rate","","2019","Grenada","Region of the Americas","Males","","87.42682621","no data","no data","",
"Diabetes age-standardized death rate","","2019","Grenada","Region of the Americas","Females","","74.85283661","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guatemala","Region of the Americas","Total","","83.60253134","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guatemala","Region of the Americas","Males","","80.14424418","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guatemala","Region of the Americas","Females","","86.31609296","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guinea","African Region","Total","","54.4990385","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guinea","African Region","Males","","50.82922695","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guinea","African Region","Females","","56.91397042","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guinea-Bissau","African Region","Total","","55.96020024","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guinea-Bissau","African Region","Males","","59.3256274","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guinea-Bissau","African Region","Females","","53.39105206","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guyana","Region of the Americas","Total","","96.86696319","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guyana","Region of the Americas","Males","","93.96498942","no data","no data","",
"Diabetes age-standardized death rate","","2019","Guyana","Region of the Americas","Females","","99.14532838","no data","no data","",
"Diabetes age-standardized death rate","","2019","Haiti","Region of the Americas","Total","","79.89386167","no data","no data","",
"Diabetes age-standardized death rate","","2019","Haiti","Region of the Americas","Males","","52.67325611","no data","no data","",
"Diabetes age-standardized death rate","","2019","Haiti","Region of the Americas","Females","","102.6784442","no data","no data","",
"Diabetes age-standardized death rate","","2019","Honduras","Region of the Americas","Total","","35.45436146","no data","no data","",
"Diabetes age-standardized death rate","","2019","Honduras","Region of the Americas","Males","","31.2097933","no data","no data","",
"Diabetes age-standardized death rate","","2019","Honduras","Region of the Americas","Females","","39.18791431","no data","no data","",
"Diabetes age-standardized death rate","","2019","Hungary","European Region","Total","","13.51508942","no data","no data","",
"Diabetes age-standardized death rate","","2019","Hungary","European Region","Males","","16.58989387","no data","no data","",
"Diabetes age-standardized death rate","","2019","Hungary","European Region","Females","","11.30502964","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iceland","European Region","Total","","5.017077848","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iceland","European Region","Males","","7.640347503","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iceland","European Region","Females","","2.951573389","no data","no data","",
"Diabetes age-standardized death rate","","2019","India","South-East Asia Region","Total","","32.39841547","no data","no data","",
"Diabetes age-standardized death rate","","2019","India","South-East Asia Region","Males","","35.9730107","no data","no data","",
"Diabetes age-standardized death rate","","2019","India","South-East Asia Region","Females","","29.06625478","no data","no data","",
"Diabetes age-standardized death rate","","2019","Indonesia","South-East Asia Region","Total","","57.29997632","no data","no data","",
"Diabetes age-standardized death rate","","2019","Indonesia","South-East Asia Region","Males","","60.73698046","no data","no data","",
"Diabetes age-standardized death rate","","2019","Indonesia","South-East Asia Region","Females","","54.38578955","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iran (Islamic Republic of)","Eastern Mediterranean Region","Total","","26.90008463","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iran (Islamic Republic of)","Eastern Mediterranean Region","Males","","25.7596618","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iran (Islamic Republic of)","Eastern Mediterranean Region","Females","","28.35504238","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iraq","Eastern Mediterranean Region","Total","","57.53245175","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iraq","Eastern Mediterranean Region","Males","","62.4514733","no data","no data","",
"Diabetes age-standardized death rate","","2019","Iraq","Eastern Mediterranean Region","Females","","53.63321054","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ireland","European Region","Total","","6.060922206","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ireland","European Region","Males","","8.172686775","no data","no data","",
"Diabetes age-standardized death rate","","2019","Ireland","European Region","Females","","4.370640484","no data","no data","",
"Diabetes age-standardized death rate","","2019","Israel","European Region","Total","","18.18037745","no data","no data","",
"Diabetes age-standardized death rate","","2019","Israel","European Region","Males","","21.15416266","no data","no data","",
"Diabetes age-standardized death rate","","2019","Israel","European Region","Females","","15.53487115","no data","no data","",
"Diabetes age-standardized death rate","","2019","Italy","European Region","Total","","10.42152421","no data","no data","",
"Diabetes age-standardized death rate","","2019","Italy","European Region","Males","","12.86642671","no data","no data","",
"Diabetes age-standardized death rate","","2019","Italy","European Region","Females","","8.372777343","no data","no data","",
"Diabetes age-standardized death rate","","2019","Jamaica","Region of the Americas","Total","","70.17013996","no data","no data","",
"Diabetes age-standardized death rate","","2019","Jamaica","Region of the Americas","Males","","61.24183697","no data","no data","",
"Diabetes age-standardized death rate","","2019","Jamaica","Region of the Americas","Females","","78.52726173","no data","no data","",
"Diabetes age-standardized death rate","","2019","Japan","Western Pacific Region","Total","","3.324918437","no data","no data","",
"Diabetes age-standardized death rate","","2019","Japan","Western Pacific Region","Males","","4.712525895","no data","no data","",
"Diabetes age-standardized death rate","","2019","Japan","Western Pacific Region","Females","","2.097907455","no data","no data","",
"Diabetes age-standardized death rate","","2019","Jordan","Eastern Mediterranean Region","Total","","45.99672692","no data","no data","",
"Diabetes age-standardized death rate","","2019","Jordan","Eastern Mediterranean Region","Males","","43.18840008","no data","no data","",
"Diabetes age-standardized death rate","","2019","Jordan","Eastern Mediterranean Region","Females","","47.94384866","no data","no data","",
"Diabetes age-standardized death rate","","2019","Kazakhstan","European Region","Total","","15.44067361","no data","no data","",
"Diabetes age-standardized death rate","","2019","Kazakhstan","European Region","Males","","16.20807653","no data","no data","",
"Diabetes age-standardized death rate","","2019","Kazakhstan","European Region","Females","","14.77839487","no data","no data","",
"Diabetes age-standardized death rate","","2019","Kenya","African Region","Total","","37.3921091","no data","no data","",
"Diabetes age-standardized death rate","","2019","Kenya","African Region","Males","","48.69051774","no data","no data","",
